date,municipality,meteoalerta_zone,comarca,level,source_url
2025-07-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-10
2025-07-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-11
2025-07-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-12
2025-07-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-13
2025-07-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-14
2025-07-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-15
2025-07-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-16
2025-07-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-17
2025-07-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-18
2025-07-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-19
2025-07-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-20
2025-07-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-21
2025-07-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-22
2025-07-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-23
2025-07-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-24
2025-07-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-25
2025-07-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-26
2025-07-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-27
2025-07-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-28
2025-07-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-29
2025-07-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-30
2025-07-31,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-31
2025-08-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-01
2025-08-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-02
2025-08-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-03
2025-08-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-04
2025-08-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-05
2025-08-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-06
2025-08-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-07
2025-08-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-08
2025-08-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-09
2025-08-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-10
2025-08-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-11
2025-08-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-12
2025-08-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-13
2025-08-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-14
2025-08-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-15
2025-08-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-16
2025-08-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-17
2025-08-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-18
2025-08-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-19
2025-08-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-20
2025-08-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-21
2025-08-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-22
2025-08-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-23
2025-08-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-24
2025-08-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-25
2025-08-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-26
2025-08-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-27
2025-08-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-28
2025-08-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-29
2025-08-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-30
2025-08-31,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-08-31
2025-09-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-01
2025-09-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-02
2025-09-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-03
2025-09-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-04
2025-09-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-05
2025-09-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-06
2025-09-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-07
2025-09-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-08
2025-09-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-09
2025-09-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-10
2025-09-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-11
2025-09-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-12
2025-09-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-13
2025-09-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-14
2025-09-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-15
2025-09-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-16
2025-09-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-17
2025-09-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-18
2025-09-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-19
2025-09-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-20
2025-09-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-21
2025-09-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-22
2025-09-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-23
2025-09-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-24
2025-09-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-25
2025-09-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-26
2025-09-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-27
2025-09-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-28
2025-09-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-29
2025-09-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-09-30
2025-10-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-01
2025-10-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-02
2025-10-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-03
2025-10-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-04
2025-10-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-05
2025-10-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-06
2025-10-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-07
2025-10-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-08
2025-10-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-09
2025-10-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-10
2025-10-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-11
2025-10-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-12
2025-10-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-13
2025-10-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-14
2025-10-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-10-15
2026-06-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-01
2026-06-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-02
2026-06-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-03
2026-06-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-04
2026-06-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-05
2026-06-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-06
2026-06-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-07
2026-06-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-08
2026-06-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-09
2026-06-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-10
2026-06-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-11
2026-06-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-12
2026-06-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-13
2026-06-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-14
2026-06-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-15
2026-06-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-16
2026-06-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-17
2026-06-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-18
2026-06-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-19
2026-06-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-20
2026-06-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-21
2026-06-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-22
2026-06-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-23
2026-06-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-24
2026-06-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-25
2026-06-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-26
2026-06-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-27
2026-06-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-28
2026-06-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-29
2026-06-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-06-30
2026-07-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-01
2026-07-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-02
2026-07-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-03
2026-07-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-04
2026-07-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-05
2026-07-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-06
2026-07-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-07
2026-07-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-08
2026-07-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-09
2026-07-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-10
2026-07-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-11
2026-07-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red_plus,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-12
2026-07-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-13
2026-07-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-14
2026-07-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-15
2026-07-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-16
2026-07-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-17
2026-07-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-18
2026-07-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-19
2026-07-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-20
2026-07-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-21
2026-07-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-22
2026-07-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-23
2026-07-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-24
2026-07-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-25
2026-07-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-26
2026-07-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-27
2026-07-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-28
2026-07-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-29
