date,municipality,meteoalerta_zone,comarca,level,source_url
2024-06-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-20
2024-06-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-21
2024-06-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-22
2024-06-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-23
2024-06-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-24
2024-06-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-25
2024-06-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-26
2024-06-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-27
2024-06-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-28
2024-06-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-29
2024-06-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-06-30
2024-07-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-01
2024-07-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-02
2024-07-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-03
2024-07-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-04
2024-07-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-05
2024-07-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-06
2024-07-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-07
2024-07-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-08
2024-07-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-09
2024-07-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-10
2024-07-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-11
2024-07-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-12
2024-07-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-13
2024-07-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-14
2024-07-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-15
2024-07-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-16
2024-07-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-17
2024-07-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-18
2024-07-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-19
2024-07-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-20
2024-07-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-21
2024-07-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-22
2024-07-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-23
2024-07-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-24
2024-07-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-25
2024-07-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-26
2024-07-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-27
2024-07-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-28
2024-07-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-29
2024-07-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-30
2024-07-31,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-07-31
2024-08-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-01
2024-08-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-02
2024-08-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-03
2024-08-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-04
2024-08-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-05
2024-08-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-06
2024-08-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-07
2024-08-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-08
2024-08-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-09
2024-08-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-10
2024-08-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-11
2024-08-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-12
2024-08-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-13
2024-08-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-14
2024-08-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-15
2024-08-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-16
2024-08-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-17
2024-08-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-18
2024-08-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-19
2024-08-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-20
2024-08-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-21
2024-08-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-22
2024-08-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-23
2024-08-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-24
2024-08-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-25
2024-08-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-26
2024-08-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-27
2024-08-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-28
2024-08-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-29
2024-08-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-30
2024-08-31,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-08-31
2024-09-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-01
2024-09-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-02
2024-09-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-03
2024-09-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-04
2024-09-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-05
2024-09-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-06
2024-09-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-07
2024-09-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-08
2024-09-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-09
2024-09-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-10
2024-09-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-11
2024-09-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-12
2024-09-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-13
2024-09-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-14
2024-09-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-15
2024-09-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-16
2024-09-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-17
2024-09-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-18
2024-09-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-19
2024-09-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-20
2024-09-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-21
2024-09-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-22
2024-09-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-23
2024-09-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-24
2024-09-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-25
2024-09-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-26
2024-09-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-27
2024-09-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-28
2024-09-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-29
2024-09-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-09-30
2024-10-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-01
2024-10-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-02
2024-10-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-03
2024-10-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-04
2024-10-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-05
2024-10-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-06
2024-10-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-07
2024-10-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-08
2024-10-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-09
2024-10-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-10
2024-10-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-11
2024-10-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-12
2024-10-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-13
2024-10-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-14
2024-10-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2024-10-15
2025-06-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-01
2025-06-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-02
2025-06-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-03
2025-06-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-04
2025-06-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-05
2025-06-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-06
2025-06-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-07
2025-06-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-08
2025-06-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-09
2025-06-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-10
2025-06-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-11
2025-06-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-12
2025-06-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-13
2025-06-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-14
2025-06-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-15
2025-06-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,green,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-16
2025-06-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-17
2025-06-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-18
2025-06-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-19
2025-06-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-20
2025-06-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-21
2025-06-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-22
2025-06-23,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-23
2025-06-24,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-24
2025-06-25,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-25
2025-06-26,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-26
2025-06-27,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-27
2025-06-28,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-28
2025-06-29,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-29
2025-06-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-06-30
2025-07-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-01
2025-07-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-02
2025-07-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-03
2025-07-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,yellow,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-04
2025-07-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-05
2025-07-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-06
2025-07-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-07
2025-07-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-08
2025-07-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2025-07-09
